Station city,Station country,Year,Temperature mean,Temperature dev.,Temperature mean max.,Temperature mean min.,Temperature absolute max.,Temperature absolute min.,Precipitation total (mm),Precipitation %,Precipitation no. of days >=1mm,Vapor pressure (hPa),Air pressure at sea level (NN),Sunshine dur. (h),Sunshine dur. (%)
Trapani/Birgi,ITA,2009,18.2,0.5,21.3,14.9,35,2.8,759,169,89,16.4,1014.3,2826,106
Luqa,MLT,2009,19.1,0.5,22.7,15.5,41.6,4.3,680,123,66,16.2,1014.8,3078,104
Kerkyra,GRC,2009,18.2,0.8,21.9,13.3,,,1647,151,94,14.9,1013,2297,90
Larissa,GRC,2009,16.6,1.1,22,10.3,,,532,121,69,12.3,1014.3,2368,98
Athen (Observat.),GRC,2009,18.9,1.2,23.4,15.6,,,566,150,61,13.9,1014.1,2834,100
Heraklion/Kreta,GRC,2009,19.3,0.9,22.4,15.5,,,539,108,60,16.1,1013.3,2926,108
Murmansk,RUS,2009,0.6,0.8,3.9,-2.1,25.8,-25.5,460,96,105,,,1322,100
Kanin Nos,RUS,2009,-0.4,0.7,1.7,-2.4,,,379,88,113,6.1,1011.3,630,57
Archangelsk,RUS,2009,1.5,0.7,5.6,-2.3,,,640,117,130,6.8,1013,1624,99
Tallinn,EST,2009,6.1,1,9.4,2.9,27.8,-18.2,721,108,123,8.3,1013.2,1855,105
St. Petersburg,RUS,2009,6.2,1.2,9.1,3.5,26.9,-17.7,803,129,136,8.2,1013.8,1512,92
Klajpeda,LTU,2009,8.1,1.1,11.2,5.2,,,709,97,123,9.7,1013.8,2103,116
Daugavpils,LVA,2009,6.1,0.6,10.1,2,,,715,113,130,8.6,1014.5,1794,107
Vilnius,LTU,2009,6.9,0.9,10.7,3.2,31,-20.9,785,115,135,8.6,1014.7,1746,110
Minsk,BLR,2009,6.9,1.1,10.6,3.6,31,-21.9,899,133,127,8.8,1015.2,1661,95
Kasan,RUS,2009,5.1,1.3,9.2,1.7,,,425,78,81,7.4,1017.7,2168,112
Moskau,RUS,2009,6.2,1.2,9.9,2.6,30,-26,741,108,128,8.8,1016,,
Gomel,BLR,2009,8,1.5,11.9,4.3,31.7,-24.8,904,154,118,9.2,1015.7,1881,103
Kiew,UKR,2009,9.4,1.7,13.7,5.6,34.9,-22.6,450,69,99,9.2,1015.9,,
Odessa,UKR,2009,11.9,1.8,15.5,8.6,36.7,-14.3,405,87,66,11.1,1015.6,2267,104
Kharkiv(Charkow),UKR,2009,9.2,1.7,13.5,5.1,36.5,-24.7,550,106,104,8.6,1016.5,1997,111
Rostow am Don,RUS,2009,10.8,1.2,,,,,617,107,105,,,,
Yerevan,ARM,2009,12.4,0.3,18.3,8.1,,,431,156,73,11.3,,,
Jan Mayen,NOR,2008,0.7,2.1,2.5,-1,11.1,-13.7,611,88,128,5.6,1008.2,,
Svalbard/Spitzb.,NOR,2008,-4,2.4,-1.5,-6.5,14.4,-23.9,201,110,51,4,1009.2,,
Tromsoe,NOR,2008,3.2,0.4,5.9,0.5,21.2,-12.4,755,78,142,6.3,1007.4,,
Bodoe,NOR,2008,5.8,1.2,8.3,3.3,,,956,94,149,6.9,1007.2,,
Bergen,NOR,2008,8.9,1.1,12.5,5.8,,,2557,131,195,8.3,1008.9,,
Oslo,NOR,2008,7.5,1.8,11.4,4.2,,,1006,131,124,7.7,1009.7,,
Östersund,SWE,2008,4.2,1.6,7.5,1,29,-22.1,,,,6.9,1009,1807,118
Stockholm,SWE,2008,8.5,1.9,12,5.6,31,-8.7,628,117,128,8.8,1010.4,1886,104
Jönköping,SWE,2008,7,1.7,10.9,2.7,30.2,-17.1,941,124,155,8.5,1011.2,,
Visby,SWE,2008,8.4,1.4,11.4,5,27,-12.4,546,105,103,9.3,1011.5,2033,108
Sodankylä,FIN,2008,0.5,1.6,4.7,-3.9,24.5,-31.9,600,120,120,5.9,1009.4,1259,81
Kajaani,FIN,2008,3.1,1.8,6.5,-0.8,25,-26.9,,,,6.8,1009.9,,
Jyväskylä,FIN,2008,4.6,1.9,8.2,0.6,27.7,-20.5,807,126,133,7.5,1010.1,1359,85
Helsinki,FIN,2008,7,2.5,10.3,3.8,28.1,-12.5,849,130,137,8.4,1010.7,1622,91
Lerwick,GBR,2008,7.9,1,9.8,6,20.8,-4.4,1259,103,211,9.4,1007.8,1174,113
Aberdeen,GBR,2008,8.7,0.8,11.8,5.5,25.3,-5.7,810,103,146,9.2,1009.6,1253,93
Waddington,GBR,2008,10.2,0.9,13.4,6.8,27.3,-4.8,721,120,126,10.1,1013.1,1485,97
London,GBR,2008,11.5,0.9,15,7.8,29.5,-4,656,110,119,10.5,1014.2,1410,93
Camborne,GBR,2008,11,0.6,13.2,8.7,22.9,-0.2,970,90,151,11.2,1015,1508,92
Valentia,IRL,2008,11.1,0.6,13.8,8.4,24.6,-2.9,1673,118,205,11,1013.7,1302,105
Dublin,IRL,2008,9.4,-0.1,13.1,5.7,22.3,-6.7,944,129,144,,,1510,105
Belmullet,IRL,2008,10.5,0.8,13.4,7.6,25,-3,1441,127,224,11.3,1011.4,1442,113
Reykjavik,ISL,2008,5.3,1,8.2,2.8,25.7,-19.4,932,117,150,7.2,1005,1463,115
Akureyri,ISL,2008,4.2,1,7.8,1.5,,,509,104,108,7,1006.3,1089,104
Danmarkshavn,GRL,2008,-10.8,1.5,,,,,,,,2.6,1014,,
Thorshavn/Färöer,DNK,2008,7.1,0.7,,,,,1558,106,187,8.3,1006.9,,
Kopenhagen,DNK,2008,10.2,1.6,,,,,536,84,106,9.9,1012.9,,
De Bilt,NLD,2008,10.6,1.2,14.6,6.4,31.2,-8.7,882,110,132,10.8,1014.6,1738,117
Brüssel,BEL,2008,10.9,1,14.6,7.2,31,-6.1,861,108,138,10.1,1015.4,1485,100
Luxemburg,LUX,2008,9.7,1.3,13.5,6.2,31.5,-7.2,934,107,137,9.7,1016.4,1725,106
Säntis,CHE,2008,-0.9,1.1,1.3,-2.7,15.5,-19,2561,95,165,4.8,,,
Genf,CHE,2008,10.8,1.2,15.2,6.8,32.2,-8.1,1136,119,122,9.8,1017.5,1960,116
Brest,FRA,2008,11.2,0.3,14.8,8,27.9,-3.8,1337,121,171,11.6,1016.2,1525,87
Paris,FRA,2008,11.5,0.6,15.9,7.5,33.6,-4.6,551,89,109,10.7,1016.4,,
Strassburg,FRA,2008,11,0.9,15.7,6.9,32.6,-8.6,661,108,112,10.7,1017,1595,97
Bordeaux,FRA,2008,13.2,0.5,18.1,9.2,34.4,-2.7,1012,110,137,11.9,1017.6,2014,97
Toulouse,FRA,2008,13.5,0.6,18.4,9.2,36.1,-4.5,720,110,112,11.4,1017.7,1951,95
Marseille,FRA,2008,15.5,0.7,20.5,11.1,36.3,-2.9,642,118,58,12,1015.6,2767,98
Ajaccio,FRA,2008,15.7,0.8,20.8,10.9,34.6,-0.8,925,143,80,13.7,1015.7,2747,100
La Coruna,ESP,2008,15.2,1.1,18.3,12,29.6,3.3,1149,116,141,13,1017.7,2113,108
Valladolid,ESP,2008,12.2,0.2,18,6.4,37.4,-5.6,547,124,76,9.7,1016.6,2635,104
Barcelona,ESP,2008,16.4,1.1,20.5,12.3,32.1,-0.1,511,78,59,13,1016.4,,
Madrid,ESP,2008,14.7,0.7,20.4,9,38.6,-3.6,466,101,60,9.8,1016.3,2866,103
Palma de Mallorca,ESP,2008,16.6,0.8,22,11.3,37.4,-2.6,502,118,63,14.8,1016.9,2690,100
Alicante,ESP,2008,18.4,0.5,23.4,13.4,36.4,2.5,218,61,42,15.5,,,
Almeria,ESP,2008,19,0.5,22.8,15.2,35.6,5,203,100,28,14.7,1016.5,3066,104
Gibraltar,GBR,2008,18.4,0.2,21.3,15.7,,,1029,133,70,,1017.3,2742,103
Lajes/Azoren,PRT,2008,18.1,1.2,20.5,16,,,760,60,93,16.7,1022.1,2018,105
Santa Maria/Azoren,PRT,2008,18.6,1,,,,,578,75,89,,,,
Funchal / Madeira,PRT,2008,19.7,0.7,23.4,17.1,,,613,103,45,15.4,1019.6,2452,113
Lissabon,PRT,2008,16.9,0.1,21.1,13.5,35.1,5.4,823,109,69,14.9,1017.6,2936,105
Helgoland,DEU,2008,10.5,1.5,12.4,8.8,25.3,-2.2,968,135,135,10.8,1013.4,1770,105
Hamburg-Fuhlsb.,DEU,2008,10.2,1.6,14.1,6.1,32.4,-8.9,803,104,129,10,1014,1619,104
Greifswald,DEU,2008,9.7,1.6,13.1,6.1,31.9,-6.8,625,111,123,10.1,1013.9,1797,103
Berlin-Tegel,DEU,2008,10.8,1.5,14.7,6.7,34.5,-8,556,100,98,9.8,1014.9,1697,105
Essen,DEU,2008,10.4,0.8,13.9,7.1,32.5,-6.2,1010,108,141,10.2,1015.3,1544,106
Dresden,DEU,2008,10.1,1.3,13.9,6.4,32.8,-7.4,752,108,119,9.7,1015.9,1705,108
Frankfurt/Main,DEU,2008,11,1.3,15.4,6.6,34,-8.2,557,85,103,10,1016.3,1507,95
Stuttgart,DEU,2008,9.9,1.3,14.5,5.3,31.4,-9,731,102,118,9.4,1017,1777,106
München (Stadt),DEU,2008,10.2,1,14.7,6.1,33,-7.9,860,87,124,9.7,1016.9,1909,113
Zugspitze,DEU,2008,-3.8,1,-1,-6.4,13.9,-23.1,2062,103,177,3.9,,1907,103
Wien,AUT,2008,11.4,1.7,15.6,8.1,,,665,110,88,10.4,1016.4,2038,106
Innsbruck,AUT,2008,9.4,1.2,15.4,5.1,,,964,106,122,9.7,1017.3,2072,108
Sonnblick,AUT,2008,-4.7,1,-2.7,-6.4,,,2066,128,211,4.1,,1739,104
Prag,CZE,2008,9.3,1.5,13.9,5.1,31.6,-10.2,494,94,94,9.5,1016.6,1734,104
Brünn,CZE,2008,10.5,1.9,15.1,6.1,33.1,-10.9,427,88,73,9.7,1016.6,1727,102
Sliac,SVK,2008,9.7,1.7,15.7,4.5,33.1,-15.4,713,104,92,9.4,1017,1900,114
Poprad,SVK,2008,7.7,1.9,13,2.9,30.1,-17.1,568,98,92,8.3,,2042,113
Elbing,POL,2008,9.1,1.5,13,5.7,,,691,100,119,9.6,1014.4,1815,118
Warschau,POL,2008,9.8,2,14.1,5.7,30.1,-12.9,537,104,100,9.7,1015.3,2241,97
Breslau,POL,2008,10.2,1.9,15.1,5.6,,,471,80,92,9.6,1015.9,1949,130
Budapest,HUN,2008,12,1.6,17,7.7,,,616,119,82,9.8,1017.2,2230,114
Debrecen,HUN,2008,11.6,1.8,16.8,7.1,,,552,98,90,10.7,1017.1,2217,112
Pecs,HUN,2008,12.1,1.7,16.9,7.6,,,614,99,79,10.1,1017.7,2219,106
Belgrad,SRB,2008,13.9,2.1,,,,,587,86,81,,,2343,116
Podgorica,MNE,2008,16.7,1.4,,,,,1641,99,106,,,,
Tirana,ALB,2008,17.4,2.2,,,,,1072,87,,,,,
Ljubljana,SVN,2008,11.6,1.8,16.2,7.4,32.7,-7.7,1474,106,117,11,1017.4,1823,107
Zagreb,HRV,2008,13.2,2,17.7,9.6,33.5,-5.9,769,87,107,11,1016.7,1898,105
Split,HRV,2008,17.2,1.3,20.6,14.1,35,-3.5,770,93,86,11.9,1015.4,2627,101
Mostar,BIH,2008,16,1.5,21.9,11.5,41.1,-4.7,1429,100,106,11.9,1016.2,2471,107
Sarajevo,BIH,2008,11.1,1.6,17.2,6.6,36.6,-12.8,835,91,100,10.8,1017.6,2060,115
Cluj,ROU,2008,9.7,1.5,15.6,5.2,34.4,-14,676,123,100,10,1017.3,2252,112
Timisoara,ROU,2008,12.3,1.6,18.6,7.3,38.3,-11.8,591,100,85,10.2,1016.4,2010,95
Sibiu,ROU,2008,10.2,1.7,16.3,5.2,34.2,-18.5,704,112,89,9.2,1017.2,2078,113
Sulina,ROU,2008,12.8,1.4,15.3,10.5,30.5,-10.5,,,,12.4,1016.5,2426,115
Bukarest,ROU,2008,11.5,0.9,18.2,5.9,38.2,-15.4,400,67,58,9.7,1016.2,2280,108
Constanta,ROU,2008,13.2,1.7,17.1,9.8,31.6,-11.1,425,107,55,11.9,1016.3,2381,105
Varna,BGR,2008,13.4,1.4,18.2,9.6,,,370,77,56,12.5,1016.7,2551,128
Sofia,BGR,2008,11.4,1.7,17.3,6.5,,,486,86,74,9.7,1016.9,2370,117
Triest,ITA,2008,15.8,1.6,,,,,957,91,99,,,2089,99
Pisa,ITA,2008,15,1,,,34,-5,,,,,,2363,104
Termoli,ITA,2008,17.7,,,,,,404,105,65,,,2617,118
Grazzanise,ITA,2008,15.5,0.4,,,,,829,92,87,,,2531,107
Messina,ITA,2008,19.3,1,23.1,16.2,37.8,2,692,83,60,,,2715,109
Trapani/Birgi,ITA,2008,18.3,0.7,21.9,14.5,36.6,-0.2,379,84,41,,1016.3,2950,110
Luqa,MLT,2008,19.7,1.1,22.9,16.4,36.1,5.2,501,91,60,16.7,1016.6,2997,102
Kerkyra,GRC,2008,18.2,0.8,22.1,13.1,,,1062,97,72,14.5,1015.2,2483,98
Larissa,GRC,2008,16.9,1.4,22.4,10.2,,,288,66,45,11.7,1016.3,2483,102
Athen (Observat.),GRC,2008,19,1.3,23.8,15.5,,,328,87,36,13.5,1016.4,2979,105
Heraklion/Kreta,GRC,2008,19.5,1,22.6,,,,286,57,40,16.1,1015,2934,108
Murmansk,RUS,2008,1.2,1.3,4.2,-1.5,24.7,-23.2,406,85,112,6,1009.2,1247,94
Kanin Nos,RUS,2008,0.6,1.7,,,,,454,105,,,,,
Archangelsk,RUS,2008,2.7,1.9,6.3,-0.4,,,692,127,147,7,1011.1,1347,82
Tallinn,EST,2008,7.3,2.2,10.4,4.3,25.9,-12.8,758,114,135,8.8,1011.1,1779,101
St. Petersburg,RUS,2008,7.3,2.3,10.1,4.7,29.9,-15.2,725,117,139,8.4,1012.1,1500,92
Klajpeda,LTU,2008,9.1,2.1,11.9,6.3,,,826,112,138,10,1013.3,2053,113
Daugavpils,LVA,2008,7.5,2,11.6,3.5,,,510,80,122,8.6,1013.9,1642,98
Vilnius,LTU,2008,7.9,1.9,11.6,4.4,30.4,-16.1,691,101,130,8.8,1014.5,1649,104
Minsk,BLR,2008,7.8,2,11.4,4.7,34,-17,692,102,116,8.8,1015,1598,91
Kasan,RUS,2008,6.1,2.3,10,2.9,,,683,125,101,8.1,1016.9,1905,99
Moskau,RUS,2008,7.3,2.4,10.9,3.9,32.5,-18.3,871,127,122,9.2,1015.4,,
Gomel,BLR,2008,8.8,2.3,12.8,5.2,37.3,-17.6,582,99,112,9.2,1016,1885,103
Kiew,UKR,2008,9.6,1.9,13.8,5.9,36.2,-16.9,742,114,100,9.6,1016.7,,
Odessa,UKR,2008,11.7,1.6,15.2,8.6,35.8,-12.4,414,89,55,11.2,1017.1,2159,99
Kharkiv(Charkow),UKR,2008,9.2,1.7,13.8,5,37.5,-19.9,441,85,79,8.7,1017.5,2071,115
Rostow am Don,RUS,2008,10.5,0.9,,,,,443,77,68,,,,
Yerevan,ARM,2008,12.6,0.5,18.6,8.1,,,278,100,54,,,,
Jan Mayen,NOR,2007,0.4,1.8,2.4,-1.4,,,631,91,125,5.4,1006.8,,
Svalbard/Spitzb.,NOR,2007,-2.5,3.9,-0.1,-5,,,172,94,54,4.3,1006.3,,
Tromsoe,NOR,2007,4,1.2,6.6,1.5,,,1142,117,182,6.6,1005.3,,
Bodoe,NOR,2007,5.8,1.2,8.2,3.5,,,1417,139,202,7.3,1006.3,1265,99
Bergen,NOR,2007,8.4,0.6,11.7,5.6,,,3028,155,201,8.7,1010.3,,
Oslo,NOR,2007,7.2,1.5,11.1,3.8,,,873,114,115,7.7,1010.3,1779,107
Östersund,SWE,2007,4.4,1.8,7.9,1.1,27.7,-24,442,84,99,6.9,1008.7,1739,113
Stockholm,SWE,2007,8.1,1.5,11.6,5.1,31.5,-14.9,494,92,100,8.8,1010.5,1796,99
Jönköping,SWE,2007,6.6,1.3,10.8,2.5,29.4,-22.5,928,123,149,8.6,1011.6,,
Visby,SWE,2007,8.4,1.4,11.5,5.4,28.1,-11.3,546,105,116,9.5,1011.4,1955,104
Sodankylä,FIN,2007,0.8,1.8,5.2,-3.8,28.6,-37,540,108,112,6,1007.7,1433,92
Kajaani,FIN,2007,3.1,1.7,6.8,-1,27.9,-36,,,,7.2,1009.1,,
Jyväskylä,FIN,2007,4.3,1.6,8.3,-0.1,27.3,-36.8,631,99,121,7.8,1009.8,1517,95
Helsinki,FIN,2007,6.4,1.9,10.3,2.7,28.5,-25,760,117,135,8.4,1010.6,1851,104
Lerwick,GBR,2007,7.8,0.8,9.5,5.9,16.8,-1.6,1246,102,198,9.2,1009.8,984,95
Aberdeen,GBR,2007,9.2,1.3,12.3,6,25.8,-6.1,913,117,143,9.4,1012.2,1219,90
Waddington,GBR,2007,10.7,1.4,14,7.3,28.7,-4,771,128,126,10.3,1015.5,1503,98
London,GBR,2007,12,1.5,15.7,8.2,29,-5.2,681,114,117,10.9,1016.5,1530,101
Camborne,GBR,2007,11.6,1.2,13.9,9.3,21.2,-1.5,1010,94,149,11.6,1017.6,1575,96
Valentia,IRL,2007,11.7,1.2,14.4,8.8,23.3,-0.5,1352,95,186,11.4,1016.6,1453,117
Dublin,IRL,2007,10.1,0.6,13.8,6.3,22.8,-4.8,762,104,135,10.6,1015.4,1560,108
Belmullet,IRL,2007,11.3,1.6,14.2,8.3,25.1,-2.5,1143,100,193,11.8,1014.5,1512,118
Reykjavik,ISL,2007,5.5,1.2,8.4,3.1,,,1127,141,206,7.2,1005.2,1508,119
Akureyri,ISL,2007,4.5,1.2,8.3,1.6,,,493,101,136,6.6,1006.4,1059,101
Egedesminde,GRL,2007,-2.6,2.3,,,,,353,129,87,4.3,1007.5,,
Nuuk,GRL,2007,,,,,,,736,102,96,,,,
Danmarkshavn,GRL,2007,-11.1,1.2,,,,,120,91,38,2.3,1012.4,,
Angmagssalik,GRL,2007,0.1,1.8,,,,,853,92,122,4.7,,,
P. Christian Sund,GRL,2007,1.6,1,,,,,2026,81,147,,1004.5,,
Thorshavn/Färöer,DNK,2007,7.2,0.7,,,,,1618,110,190,8.3,1008.5,,
Kopenhagen,DNK,2007,10.2,1.5,,,,,725,114,115,10.3,1013.1,,
De Bilt,NLD,2007,11.2,1.8,15.3,7,31.5,-6.9,952,118,134,11.3,1015.9,1674,113
Brüssel,BEL,2007,11.5,1.6,15.3,7.8,30.9,-6.8,880,110,139,11,1017.1,1466,98
Luxemburg,LUX,2007,10.4,2.1,14.4,6.8,31.2,-7.7,1033,118,147,9.9,1017.5,1888,116
Säntis,CHE,2007,-0.5,1.5,2.1,-2.9,,,3096,115,177,4.8,,2028,121
Genf,CHE,2007,11.2,1.6,15.9,6.5,,,1126,118,112,10,1018.5,2076,123
Brest,FRA,2007,11.7,0.8,15.2,8.6,25.2,-5.1,1347,122,166,11.8,1018.5,1500,86
Paris,FRA,2007,12,1.1,16.5,8,32.7,-7.1,675,109,113,11,1018,,
Strassburg,FRA,2007,11.5,1.4,16.3,7.2,34.3,-12.2,725,118,123,10.7,1018,1784,109
Bordeaux,FRA,2007,13.5,0.7,18.3,9.4,36.4,-6.3,881,95,125,12.4,1019.4,1976,95
Toulouse,FRA,2007,13.4,0.5,18.2,9.3,36.2,-6.9,589,90,89,11.8,1019.4,1902,93
Marseille,FRA,2007,15.6,0.8,21.1,10.9,38.4,-4.2,309,57,30,11.8,1016.6,3022,107
Ajaccio,FRA,2007,15.7,0.8,20.9,10.6,34.4,-2.1,462,71,60,13.6,1016,2764,101
La Coruna,ESP,2007,15.1,1,18.3,11.9,29.8,2,743,75,103,12.9,1019.4,2271,116
Valladolid,ESP,2007,12.2,0.2,18.1,6.4,38.2,-6.8,497,112,55,9.6,1018.3,2716,107
Barcelona,ESP,2007,16.9,1.5,21.1,12.6,31.8,-1.2,536,81,47,12.9,1017.5,,
Madrid,ESP,2007,14.7,0.7,20.4,9.1,39,-3.5,385,83,51,10,1017.8,2975,107
Palma de Mallorca,ESP,2007,17,1.1,22.4,11.5,36.6,-2.2,518,122,50,15,1017.8,2714,101
Alicante,ESP,2007,18.6,0.8,23.6,13.6,34.1,1.5,515,145,49,16,1017.7,2887,100
Almeria,ESP,2007,19.1,0.6,23,15.3,39,4,209,103,19,14.4,1017.4,2998,102
Gibraltar,GBR,2007,18.6,0.4,21.6,15.6,,,761,98,51,,1018,2861,107
Lajes/Azoren,PRT,2007,17.9,1,20.3,15.9,,,815,64,104,16.9,1021.5,1790,93
Santa Maria/Azoren,PRT,2007,18.3,0.8,,,,,772,100,88,,,,
Funchal / Madeira,PRT,2007,19.5,0.5,23.3,16.9,,,482,81,45,,,2255,104
Lissabon,PRT,2007,17,0.2,21.2,13.4,,,525,70,57,14.7,1018.6,3096,111
Helgoland,DEU,2007,11,1.9,12.7,9.3,25.1,-1.8,807,112,144,11.1,1014.2,1713,102
Hamburg-Fuhlsb.,DEU,2007,10.4,1.7,14.1,6.4,33.3,-8.4,1073,139,148,10.5,1014.5,1534,99
Greifswald,DEU,2007,10,1.9,13.5,6.5,34.8,-9.2,815,144,128,10.4,1014.2,1646,95
Berlin-Tegel,DEU,2007,11,1.7,14.8,6.9,36.4,-9.5,858,154,116,10.2,1015.2,1708,105
Essen,DEU,2007,11,1.4,14.5,7.6,33.5,-6.8,1080,116,149,10.5,1016.5,1519,105
Dresden,DEU,2007,10.5,1.6,14.3,6.6,36.4,-11.3,776,112,131,9.9,1016.1,1791,113
Frankfurt/Main,DEU,2007,11.4,1.7,15.8,6.9,34.4,-10.3,691,105,114,10.2,1017.2,1746,110
Stuttgart,DEU,2007,10.3,1.7,15,5.6,34.5,-10.7,769,107,119,9.7,1017.8,1967,117
München (Stadt),DEU,2007,10.6,1.4,15.1,6.4,35.2,-8.9,1072,109,130,9.6,1017.8,1989,118
Zugspitze,DEU,2007,-3.6,1.2,-0.6,-6.2,16.4,-23.1,2335,117,183,4,,1965,106
Wien,AUT,2007,11.6,1.9,16,8.1,,,866,143,102,10.6,1016.7,2203,115
Innsbruck,AUT,2007,9.6,1.5,16.1,4.9,,,857,94,121,9.7,1017.9,2197,115
Sonnblick,AUT,2007,-4.3,1.4,-2.1,-6.2,,,1941,120,192,4,,1916,115
Prag,CZE,2007,9.8,2,14.4,5.5,35.6,-9.5,499,95,103,9.4,1017,1827,110
Brünn,CZE,2007,10.4,1.8,15,5.9,36.2,-12.2,483,99,93,9.2,1016.9,1911,113
Sliac,SVK,2007,9.5,1.6,15.6,4.1,37.8,-11.2,669,97,98,,,2141,129
Poprad,SVK,2007,7.6,1.8,13.1,2.4,34.8,-14.1,812,140,106,,,2229,124
Elbing,POL,2007,9.3,1.7,13.1,5.8,,,887,129,134,10,1014.2,1739,113
Warschau,POL,2007,9.6,1.8,13.9,5.6,,,591,114,111,10.1,1015.5,2306,100
Breslau,POL,2007,10.2,1.9,14.9,5.4,,,563,95,112,9.8,1016.1,1919,128
Budapest,HUN,2007,12.4,2,17.4,8,,,567,110,71,10,1017.3,2324,119
Debrecen,HUN,2007,11.8,2,17.2,6.8,,,531,94,83,10.2,1016.8,2377,120
Pecs,HUN,2007,11.9,1.5,17.1,6.9,,,693,111,95,10,1017.7,2217,106
Belgrad,SRB,2007,13.9,2,18.7,9.7,43.6,-5.1,840,123,93,10.6,1016.9,2368,117
Podgorica,MNE,2007,16.9,1.7,,,,,1324,80,98,,,,
Tirana,ALB,2007,17.5,2.3,,,,,762,62,,,,,
Ljubljana,SVN,2007,12,2.2,17.1,7.4,37,-6.9,1196,86,96,10.7,1017.4,2010,117
Zagreb,HRV,2007,13.5,2.2,18,9.7,38.2,-4.3,898,102,97,10.7,1017,2118,118
Split,HRV,2007,17.3,1.4,20.7,14.2,36.7,-0.4,751,91,79,11.8,1015.2,2768,107
Mostar,BIH,2007,15.9,1.5,21.7,11.4,43.1,-0.9,1243,87,100,11.5,1016,2469,107
Sarajevo,BIH,2007,10.9,1.4,16.9,6.5,38.8,-9.8,996,109,117,10.5,1017,1941,108
Cluj,ROU,2007,10.1,1.9,15.7,5.7,38,-10.2,798,146,110,9.6,1017,2232,111
Timisoara,ROU,2007,12.4,1.8,18.5,7.4,41.1,-6.7,648,109,97,10.1,1015.8,2046,96
Sibiu,ROU,2007,10.2,1.7,16,5,38.3,-11.4,776,124,83,9.2,1016.8,1958,107
Sulina,ROU,2007,13,1.6,15.6,10.7,31.8,-9.5,168,60,44,12.6,1015.7,2608,124
Bukarest,ROU,2007,12.1,1.6,19,6.2,40.7,-12.4,519,87,59,9.7,1015.8,2388,113
Constanta,ROU,2007,13.4,1.9,17.3,10,38.5,-8.4,492,124,62,11.8,1016.1,2469,109
Varna,BGR,2007,13.7,1.7,18.8,10,,,416,87,78,,,2718,137
Sofia,BGR,2007,11.3,1.6,17.1,6.6,,,830,147,95,9.8,1016.4,2386,118
Triest,ITA,2007,16.1,1.9,19.8,12.7,35,-0.2,786,75,76,12.5,1015.8,2301,109
Pisa,ITA,2007,14.8,0.8,,,,,655,73,61,,,2488,109
Termoli,ITA,2007,17.8,,,,,,262,68,68,,,2594,117
Grazzanise,ITA,2007,15.4,0.4,,,,,662,74,73,,,2497,105
Messina,ITA,2007,19.4,1.1,23,16.4,43.4,3.6,1067,128,86,,,2614,105
Trapani/Birgi,ITA,2007,18.3,0.6,22.7,13.8,41.4,3.4,512,114,73,16.8,1016.1,2736,102
Luqa,MLT,2007,19.7,1.1,23.3,16.2,39.5,4.9,621,112,63,16.6,1016.3,2935,99
Kerkyra,GRC,2007,18,0.5,22.1,12.8,,,1102,101,81,14.4,1014.7,2487,98
Larissa,GRC,2007,16.8,1.3,22.4,9.8,,,438,99,55,11.5,1015.8,2429,100
Athen (Observat.),GRC,2007,19,1.4,24,15.4,,,369,98,38,13.3,1016,3037,107
Heraklion/Kreta,GRC,2007,19.2,0.7,22.4,15.3,,,435,87,52,15.8,1014.6,2926,108
Murmansk,RUS,2007,1.6,1.7,4.8,-1.1,,,638,134,135,6.4,1007.1,1262,96
Kanin Nos,RUS,2007,1.4,2.5,3.1,-0.3,,,372,86,107,6.2,1007.1,901,81
Archangelsk,RUS,2007,2.9,2.1,6.7,-0.7,,,653,120,139,7.4,1009.7,1564,95
Tallinn,EST,2007,6.9,1.8,10.4,3.6,29.7,-21.1,726,109,124,8.9,1011.1,1910,109
St. Petersburg,RUS,2007,6.8,1.9,10.1,3.9,32.8,-22.8,586,94,116,8.7,1011.6,1661,102
Klajpeda,LTU,2007,8.8,1.8,11.9,6,,,1037,141,152,10,1013,2002,111
Daugavpils,LVA,2007,6.9,1.4,11.3,2.6,,,598,94,139,9,1013.5,1768,106
Vilnius,LTU,2007,7.6,1.6,11.6,4,,,734,108,132,8.9,1013.8,1788,113
Minsk,BLR,2007,7.8,2,11.7,4.4,34.6,-23.7,574,85,122,8.9,1014.3,1733,99
Kasan,RUS,2007,5.4,1.6,9.4,1.9,,,677,124,109,8.2,1015.5,1994,103
Moskau,RUS,2007,7.1,2.1,11,3.2,33.2,-23,648,94,115,9,1014.4,,
Gomel,BLR,2007,8.7,2.2,12.8,4.8,35.8,-22.7,615,105,106,9.3,1015.2,1979,108
Kiew,UKR,2007,9.9,2.2,14.1,6.1,36.3,-18.2,634,98,101,9.5,1015.8,,
Odessa,UKR,2007,12.5,2.4,16.3,9.2,39.3,-13.8,426,92,55,11.1,1016.3,2492,114
Kharkiv(Charkow),UKR,2007,9.7,2.2,14.2,5.4,37.5,-19,538,104,88,8.9,1016.3,2142,119
Rostow am Don,RUS,2007,11.9,2.3,,,,,376,65,73,,,,
Yerevan,ARM,2007,11.9,-0.2,,,,,442,160,78,,,,
Jan Mayen,NOR,2006,0.9,2.4,2.8,-0.7,,,724,105,132,5.9,1007.3,,
Svalbard/Spitzb.,NOR,2006,-1.7,4.8,0.7,-4,,,201,110,64,4.6,1008.8,,
